,perp_sex,latitude,arrest_precinct,age_group,law_code,arrest_boro,longitude,ofns_desc,perp_race,law_cat_cd,geometry,arrest_zipcode,ofns_cat,near_school,severe,Zipcode,Zip Radius,Population,Population Density,Land Area,Water Area,Zip Home Value,Zip Income
8607,M,40.733876,6,18-24,PL 1553001,M,-74.005428,GRAND LARCENY,BLACK,F,POINT (982745.6844484449 206647.44733067378),10014,Larceny,False,True,10014,1.0,31959.0,56119.0,0.57,0.0,947300.0,108483.0
8608,M,40.68376454,84,25-44,PL 1200001,K,-73.97875956,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (990141.0010030796 188390.9983350327),11217,Assault,False,False,11217,0.9090909090909091,35881.0,47796.0,0.75,0.0,857000.0,81862.0
8609,M,40.726284,105,18-24,PL 1553501,Q,-73.73476,GRAND LARCENY,BLACK,F,POINT (1057766.8586192124 203992.70104384725),11428,Larceny,True,True,11428,0.9659090909090909,19168.0,23021.0,0.83,0.0,407700.0,69330.0
8610,M,40.69993783,83,18-24,PL 2650201,K,-73.91180788,DANGEROUS WEAPONS,UNKNOWN,F,POINT (1008704.0027181989 194294.99859969586),11237,Weapons,False,True,11237,1.0,49896.0,50927.0,0.98,0.02,464500.0,40372.0
8611,M,40.733729,110,25-44,PL 1553001,Q,-73.871197,GRAND LARCENY,WHITE,F,POINT (1019946.5205865841 206620.08810300598),11373,Larceny,False,True,11373,0.9659090909090909,100820.0,66007.0,1.53,0.0,499600.0,47667.0
8612,F,40.644996,120,25-44,PL 215510B,S,-74.077263,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (962808.7788019167 174275.26945631948),10301,Miscellaneous,False,True,10301,2.0,39706.0,10852.0,3.66,0.01,402300.0,56848.0
8613,M,40.7434812638841,110,25-44,VTL11920U2,Q,-73.8740035373971,INTOXICATED & IMPAIRED DRIVING,WHITE HISPANIC,M,POINT (1019163.6055296336 210172.0113661988),11373,,False,False,11373,0.9659090909090909,100820.0,66007.0,1.53,0.0,499600.0,47667.0
8614,M,40.698323,83,18-24,PL 1200501,K,-73.917495,FELONY ASSAULT,ASIAN / PACIFIC ISLANDER,F,POINT (1007127.6267840671 193705.13188356662),11237,Assault,True,True,11237,1.0,49896.0,50927.0,0.98,0.02,464500.0,40372.0
8615,M,40.733876,6,45-64,PL 1553001,M,-74.005428,GRAND LARCENY,BLACK,F,POINT (982745.6844484449 206647.44733067378),10014,Larceny,False,True,10014,1.0,31959.0,56119.0,0.57,0.0,947300.0,108483.0
8616,M,40.861752,49,25-44,PL 1211100,B,-73.838974,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,M,POINT (1028791.0659438539 253278.0313803848),10469,Assault,False,False,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8617,F,40.66279,105,18-24,PL 1200001,Q,-73.767162,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1048847.4716900708 180834.51252580987),11413,Assault,False,False,11413,2.0,38912.0,12553.0,3.1,0.03,406200.0,78667.0
8618,M,40.69023853,76,18-24,PL 1200501,K,-73.99436033,FELONY ASSAULT,BLACK,F,POINT (985814.0013324324 190748.99767809763),11201,Assault,False,True,11201,1.0,51128.0,35981.0,1.42,0.01,669000.0,95369.0
8619,M,40.698323,83,25-44,PL 1200001,K,-73.917495,ASSAULT 3 & RELATED OFFENSES,BLACK HISPANIC,M,POINT (1007127.6267840671 193705.13188356662),11237,Assault,True,False,11237,1.0,49896.0,50927.0,0.98,0.02,464500.0,40372.0
8620,M,40.695404,84,25-44,PL 2403002,K,-73.983239,OFF. AGNST PUB ORD SENSBLTY &,BLACK,M,POINT (988897.8243213419 192631.3246128364),11240,Miscellaneous,False,False,11240,,,,,,,
8621,M,40.651615,105,25-44,PL 215510B,Q,-73.737474,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1057096.1482268109 176786.45596261535),11422,Miscellaneous,False,True,11422,3.0,30425.0,15456.0,1.97,0.08,413800.0,84824.0
8622,M,40.63196936,120,25-44,VTL0511001,S,-74.07595732,VEHICLE AND TRAFFIC LAWS,ASIAN / PACIFIC ISLANDER,M,POINT (963167.0020789057 169528.99671437795),10301,Motor Vehicle,False,False,10301,2.0,39706.0,10852.0,3.66,0.01,402300.0,56848.0
8623,M,40.733876,6,18-24,PL 1553001,M,-74.005428,GRAND LARCENY,BLACK,F,POINT (982745.6844484449 206647.44733067378),10014,Larceny,False,True,10014,1.0,31959.0,56119.0,0.57,0.0,947300.0,108483.0
8624,M,40.67935104,105,18-24,PL 1202500,Q,-73.750341,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1053497.001657021 186880.9983006878),11412,Miscellaneous,False,True,11412,1.0,34882.0,21186.0,1.65,0.0,385700.0,70672.0
8625,M,40.59497,62,25-44,PL 1552500,K,-74.001062,PETIT LARCENY,WHITE,M,POINT (983955.0638447064 156040.02466539893),11214,Larceny,False,False,11214,2.0,88630.0,40566.0,2.18,0.0,598800.0,43398.0
8626,M,40.58738242,61,25-44,PL 2650102,K,-73.95421409,DANGEROUS WEAPONS,WHITE HISPANIC,M,POINT (996967.0001112596 153278.99896195458),11235,Weapons,False,False,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
8627,M,40.748919,110,25-44,PL 1450001,Q,-73.859524,CRIMINAL MISCHIEF & RELATED OF,WHITE HISPANIC,M,POINT (1023172.7033697969 212159.252898594),11368,,True,False,11368,1.0,109931.0,41768.0,2.63,0.04,480900.0,45964.0
8628,M,40.807907,28,25-44,PL 1211200,M,-73.95472,FELONY ASSAULT,BLACK,F,POINT (996784.9534634046 233622.60314126112),10027,Assault,True,True,10027,1.0,59707.0,68513.0,0.87,0.0,716100.0,37872.0
8629,M,40.805411,28,45-64,PL 1552500,M,-73.954645,PETIT LARCENY,BLACK,M,POINT (996806.1867103223 232713.23296017715),10027,Larceny,False,False,10027,1.0,59707.0,68513.0,0.87,0.0,716100.0,37872.0
8630,M,40.69023853,76,18-24,PL 1200501,K,-73.99436033,FELONY ASSAULT,BLACK,F,POINT (985814.0013324324 190748.99767809763),11201,Assault,False,True,11201,1.0,51128.0,35981.0,1.42,0.01,669000.0,95369.0
8631,M,40.690427,84,25-44,PL 1552500,K,-73.984768,PETIT LARCENY,BLACK,M,POINT (988474.1480183413 190817.9797349692),11240,Larceny,False,False,11240,,,,,,,
8632,F,40.74906278,110,45-64,PL 1200502,Q,-73.87037883,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1020165.0017280707 212206.99966391147),11372,Assault,False,True,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
8633,M,40.74436194,110,25-44,PL 2200602,Q,-73.87878579,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1017838.0007437031 210490.99957209858),11373,Drugs,False,True,11373,0.9659090909090909,100820.0,66007.0,1.53,0.0,499600.0,47667.0
8634,M,40.73021,6,25-44,PL 1651502,M,-74.000311,OTHER OFFENSES RELATED TO THEF,WHITE,M,POINT (984163.804739085 205311.7623528748),10012,,False,False,10012,0.5681818181818182,24090.0,74517.0,0.32,0.0,1000001.0,86594.0
8635,M,40.71285784,103,25-44,VTL0511001,Q,-73.76801323,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1048563.0023457544 199074.99756038655),11423,Motor Vehicle,False,False,11423,1.0,29987.0,21254.0,1.41,0.0,422200.0,60892.0
8636,M,40.578358,60,45-64,PL 1654000,K,-73.9905035,POSSESSION OF STOLEN PROPERTY,WHITE,M,POINT (986888.0018779384 149987.99642412292),11224,Miscellaneous,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
8637,M,40.75797289,14,25-44,PL 1200001,M,-73.98553636,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (988257.0026009722 215426.99978256872),10018,Assault,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8638,F,40.766342,114,25-44,PL 2155201,Q,-73.911893,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1008656.0666547418 218488.08479388346),11103,Miscellaneous,False,True,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8639,M,40.687501,113,18-24,PL 1451000,Q,-73.786819,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (1043372.0280491989 189823.52634331016),11434,,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
8640,M,40.76154718,109,25-44,PL 1701501,Q,-73.83111973,FORGERY,WHITE HISPANIC,F,POINT (1031034.0013099682 216773.9976791117),11354,Miscellaneous,False,True,11354,2.0,54878.0,25324.0,2.17,0.03,380600.0,46566.0
8641,M,40.668137,78,25-44,PL 2200300,K,-73.978893,DANGEROUS DRUGS,BLACK,M,POINT (990105.3635323484 182697.42903075475),11215,Drugs,True,False,11215,1.0,63488.0,29148.0,2.18,0.02,913200.0,95654.0
8642,F,40.827541,42,25-44,PL 1200001,B,-73.903176,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1011046.0715311414 240787.5459205716),10456,Assault,True,False,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8643,M,40.755434,114,25-44,PL 2203901,Q,-73.943421,DANGEROUS DRUGS,BLACK,F,POINT (999925.2260725306 214506.73097144315),10044,Drugs,False,True,10044,2.0,11661.0,48251.0,0.24,0.0,580400.0,83066.0
8644,M,40.827112,43,18-24,PL 1950500,B,-73.870576,OFFENSES AGAINST PUBLIC ADMINI,WHITE HISPANIC,M,POINT (1020068.3566680441 240642.89687870003),10472,Miscellaneous,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
8645,M,40.823378,43,25-44,PL 1200502,B,-73.870168,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1020183.2877802552 239282.63311857087),10472,Assault,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
8646,M,40.75723226,14,18-24,PL 1200001,M,-73.98979219,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (987078.0001515605 215156.99808424222),10018,Assault,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8647,M,40.84010718,44,25-44,PL 1701501,B,-73.92477359,FORGERY,BLACK,F,POINT (1005065.0018367216 245359.99851036776),10452,Miscellaneous,True,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
8648,M,40.8378421209284,44,25-44,PL 1303501,B,-73.9196277517392,RAPE,BLACK,F,POINT (1006489.6021021361 244536.0179257352),10452,Sex Crimes,False,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
8649,M,40.61136755,68,25-44,PL 1902300,K,-74.0348713,FRAUDS,BLACK HISPANIC,M,POINT (974568.002596206 162015.9994384456),11209,Fraud,False,False,11209,1.0,68853.0,31845.0,2.16,0.0,625600.0,58261.0
8650,M,40.719667,1,25-44,PL 1456002,M,-74.001654,CRIMINAL MISCHIEF & RELATED OF,WHITE,M,POINT (983791.5128046965 201470.62543040302),10013,,False,False,10013,1.0,27700.0,50154.0,0.55,0.0,1000001.0,83725.0
8651,M,40.7842519786623,20,25-44,PL 1200001,M,-73.9748976664227,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (991201.5994219029 225002.01332255834),10023,Assault,True,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
8652,M,40.574091,122,25-44,PL 1402000,S,-74.106113,BURGLARY,WHITE,F,POINT (954771.3385054768 148451.13434690287),10306,Burglary,False,True,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
8653,M,40.8146733,25,25-44,PL 1950500,M,-73.93621114,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1001907.0024492155 236090.99653399058),10037,Miscellaneous,False,False,10037,0.625,17416.0,65973.0,0.26,0.0,260200.0,37341.0
8654,M,40.578358,60,25-44,PL 2205002,K,-73.9905035,DANGEROUS DRUGS,BLACK,M,POINT (986888.0018779384 149987.99642412292),11224,Drugs,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
8655,M,40.6799807384666,113,25-44,CPL5700600,Q,-73.7762339071953,(null),BLACK,,POINT (1046314.6113858065 187091.00752817767),11434,,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
8656,M,40.887325,47,25-44,PL 1553001,B,-73.847247,GRAND LARCENY,BLACK,F,POINT (1026486.4435302423 262591.1749165131),10466,Larceny,False,True,10466,2.0,67813.0,33601.0,2.02,0.0,391300.0,44012.0
8657,M,40.633857,68,25-44,PL 1552500,K,-74.026815,PETIT LARCENY,ASIAN / PACIFIC ISLANDER,M,POINT (976807.33798173 170208.71307048763),11220,Larceny,False,False,11220,1.0,99598.0,55603.0,1.79,0.0,615300.0,37580.0
8658,M,40.766653,18,25-44,PL 1552500,M,-73.980631,PETIT LARCENY,BLACK,M,POINT (989615.2828204767 218589.7115062875),10020,Larceny,False,False,10020,0.22727272727272727,,,,,,
8659,M,40.87498551,47,45-64,PL 1553001,B,-73.85891668,GRAND LARCENY,BLACK,F,POINT (1023267.0024989404 258089.99886033923),10469,Larceny,False,True,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8660,M,40.667091,71,45-64,PL 1200001,K,-73.932674,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1002927.4222953162 182322.81380883104),11213,Assault,False,False,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
8661,F,40.750423,14,25-44,PL 1601503,M,-73.98928,ROBBERY,BLACK,F,POINT (987220.2022972112 212676.18090838782),10098,Robbery,False,True,10098,,,,,,,
8662,F,40.574091,122,25-44,PL 2602400,S,-74.106113,ENDAN WELFARE INCOMP,BLACK,M,POINT (954771.3385054768 148451.13434690287),10306,Miscellaneous,False,False,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
8663,M,40.76963563,19,45-64,PL 1553501,M,-73.94839908,GRAND LARCENY,WHITE HISPANIC,F,POINT (998543.0000128921 219679.99920306363),10075,Larceny,False,True,10075,0.7386363636363636,26121.0,141546.0,0.18,0.0,805300.0,102941.0
8664,M,40.822374,41,25-44,PL 1600500,B,-73.896369,ROBBERY,WHITE HISPANIC,F,POINT (1012932.1371102002 238907.17629227176),10459,Robbery,True,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8665,M,40.707439,103,25-44,PL 2223001,Q,-73.792139,CANNABIS RELATED OFFENSES,BLACK,M,POINT (1041879.384878996 197083.96409186083),11433,Drugs,False,False,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
8666,M,40.699582,102,25-44,PL 1200501,Q,-73.834982,FELONY ASSAULT,ASIAN / PACIFIC ISLANDER,F,POINT (1030006.5874775572 194196.14786729656),11418,Assault,True,True,11418,1.0,36256.0,22201.0,1.63,0.0,427000.0,60691.0
8667,M,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8668,M,40.844144,48,25-44,PL 1450001,B,-73.900499,CRIMINAL MISCHIEF & RELATED OF,BLACK,M,POINT (1011780.0606723985 246837.46129641944),10457,,False,False,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
8669,M,40.574091,122,25-44,PL 215510B,S,-74.106113,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (954771.3385054768 148451.13434690287),10306,Miscellaneous,False,True,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
8670,F,40.651412,75,25-44,PL 1553001,K,-73.875681,GRAND LARCENY,WHITE,F,POINT (1018746.3865428751 176627.81746881502),11239,Larceny,False,True,11239,1.0,13393.0,23470.0,0.57,0.01,354600.0,26275.0
8671,M,40.74970631,14,45-64,PL 1201401,M,-73.99156182,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (986588.0010524899 212414.9985159551),10098,Assault,False,False,10098,,,,,,,
8672,M,40.83098797,44,25-44,PL 215510B,B,-73.91138485,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1008773.0001497 242040.99832616845),10456,Miscellaneous,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8673,M,40.666571,71,25-44,PL 1401501,K,-73.931336,CRIMINAL TRESPASS,BLACK,M,POINT (1003298.7555702421 182133.6512994564),11213,,False,False,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
8674,F,40.892833,47,18-24,PL 1200511,B,-73.84937,FELONY ASSAULT,BLACK,F,POINT (1025895.9804699181 264596.94358339254),10466,Assault,False,True,10466,2.0,67813.0,33601.0,2.02,0.0,391300.0,44012.0
8675,M,40.84399739,48,25-44,PL 1654000,B,-73.89751767,POSSESSION OF STOLEN PROPERTY,BLACK,M,POINT (1012605.0008933338 246784.99680382403),10457,Miscellaneous,False,False,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
8676,M,40.66023481,71,25-44,PL 1552500,K,-73.93711213,PETIT LARCENY,BLACK,M,POINT (1001698.0001105074 179823.99657508786),11225,Larceny,False,False,11225,1.0,56829.0,64295.0,0.88,0.0,615700.0,42922.0
8677,F,40.747434,109,45-64,PL 1200001,Q,-73.826093,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1032436.735932877 211634.84298131324),11355,Assault,False,False,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
8678,M,40.7824518600123,22,18-24,PL 1601001,M,-73.9658782689495,ROBBERY,BLACK,F,POINT (993699.600184763 224347.01326550098),10023,Robbery,False,True,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
8679,F,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8680,M,40.6893537,81,18-24,VTL05110MU,K,-73.93632022,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (1001910.0002699785 190432.9969322353),11221,Motor Vehicle,True,False,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
8681,F,40.6225,68,45-64,PL 1200001,K,-74.025503,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (977170.2867043605 166070.9465296064),11209,Assault,False,False,11209,1.0,68853.0,31845.0,2.16,0.0,625600.0,58261.0
8682,M,40.86937,52,<18,PL 1200507,B,-73.880047,FELONY ASSAULT,BLACK,F,POINT (1017426.1566814876 256035.34214731763),10467,Assault,True,True,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
8683,M,40.6799807384666,113,25-44,PL 2200605,Q,-73.7762339071953,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1046314.6113858065 187091.00752817767),11434,Drugs,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
8684,M,40.630932,63,25-44,PL 1200001,K,-73.918479,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1006877.6250489957 169152.446948355),11236,Assault,False,False,11236,2.0,93877.0,26112.0,3.6,0.03,478700.0,61061.0
8685,M,40.653252,70,45-64,PL 215510B,K,-73.959391,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (995517.9923932976 177276.31333311458),11226,Miscellaneous,False,True,11226,1.0,101572.0,78775.0,1.29,0.0,480500.0,40734.0
8686,M,40.825463,41,25-44,PL 140200X,B,-73.89294,BURGLARY,BLACK,F,POINT (1013879.811615291 240033.75187335227),10459,Burglary,False,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8687,M,40.67573572,75,45-64,VTL11920U2,K,-73.89685331,INTOXICATED & IMPAIRED DRIVING,BLACK,M,POINT (1012861.0023977876 185481.99851755833),11207,,False,False,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
8688,F,40.776025,114,25-44,PL 1200001,Q,-73.904847,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1010604.0099797366 222017.9641450755),11105,Assault,True,False,11105,1.0,36688.0,22481.0,1.63,0.0,658700.0,57525.0
8689,F,40.855734,48,25-44,PL 1200001,B,-73.889823,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1014728.5970266692 251063.6705477675),10458,Assault,False,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
8690,M,40.83452113,43,18-24,PL 2250500,B,-73.86185374,GAMBLING,BLACK,M,POINT (1022478.0008729101 243345.99894223234),10462,,False,False,10462,1.0,75784.0,51207.0,1.48,0.0,271300.0,45864.0
8691,M,40.711458,1,25-44,PL 2053000,M,-74.012216,OFFENSES AGAINST PUBLIC ADMINI,ASIAN / PACIFIC ISLANDER,M,POINT (980863.3195777877 198480.06833616554),10005,Miscellaneous,False,False,10005,0.5113636363636364,7135.0,97048.0,0.07,0.0,1000001.0,124670.0
8692,M,40.837774,44,45-64,PL 1211200,B,-73.919455,FELONY ASSAULT,BLACK,F,POINT (1006537.4266075917 244511.2428519166),10452,Assault,False,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
8693,M,40.68165744,113,18-24,PL 1201401,Q,-73.76237465,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1050157.0012127573 187711.99973421334),11412,Assault,False,False,11412,1.0,34882.0,21186.0,1.65,0.0,385700.0,70672.0
8694,F,40.870773,47,18-24,PL 1600500,B,-73.843357,ROBBERY,BLACK,F,POINT (1027572.8174280451 256562.53029964434),10469,Robbery,False,True,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8695,M,40.676485,77,25-44,PL 1450001,K,-73.94988,CRIMINAL MISCHIEF & RELATED OF,BLACK,M,POINT (998152.216180181 185742.11498194622),11216,,False,False,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
8696,M,40.623238,121,25-44,PL 1200001,S,-74.149217,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (942827.3672810486 166374.06944955696),10302,Assault,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
8697,M,40.8009303727402,25,25-44,PL 2601001,M,-73.9410982410066,SEX CRIMES,BLACK,M,POINT (1000557.6010650406 231083.0151034936),10026,Sex Crimes,False,False,10026,0.6818181818181818,34003.0,102315.0,0.33,0.0,602400.0,43107.0
8698,M,40.840775,33,25-44,PL 1553501,M,-73.936253,GRAND LARCENY,BLACK,F,POINT (1001888.4948863899 245600.79061384426),10032,Larceny,False,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
8699,M,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8700,M,40.640284,66,25-44,PL 1450001,K,-73.994332,CRIMINAL MISCHIEF & RELATED OF,WHITE HISPANIC,M,POINT (985823.0354737466 172549.15453839072),11218,,True,False,11218,2.0,75220.0,52664.0,1.43,0.0,546300.0,52445.0
8701,F,40.769552,114,25-44,PL 1200800,Q,-73.915361,FELONY ASSAULT,BLACK,F,POINT (1007694.2841127955 219656.6464986371),11103,Assault,False,True,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8702,F,40.763869,115,45-64,PL 1200001,Q,-73.86741,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1020979.429510593 217602.61262490047),11371,Assault,False,False,11371,1.0,,,,,,
8703,F,40.853443,48,25-44,PL 1200001,B,-73.891534,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1014256.3117148072 250228.38146693478),10458,Assault,False,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
8704,M,40.756635,14,25-44,PL 165154D,M,-73.98837,OTHER OFFENSES RELATED TO THEF,ASIAN / PACIFIC ISLANDER,M,POINT (987472.0365236317 214939.4459222412),10018,,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8705,M,40.756259,14,25-44,PL 2650101,M,-73.990501,DANGEROUS WEAPONS,BLACK,M,POINT (986881.6679047168 214802.3856806816),10018,Weapons,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8706,F,40.828666,30,45-64,PL 1553004,M,-73.943989,GRAND LARCENY,BLACK,F,POINT (999750.8013507428 241187.57108357095),10039,Larceny,True,True,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
8707,F,40.6713598203364,75,18-24,PL 2601001,K,-73.8818110231735,SEX CRIMES,BLACK,M,POINT (1017035.6058856007 183893.0061858073),11207,Sex Crimes,False,False,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
8708,F,40.709248,90,65+,RP 00000MA,K,-73.953577,OTHER STATE LAWS (NON PENAL LA,WHITE HISPANIC,M,POINT (997120.4216641791 197678.07278503623),11211,,True,False,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
8709,M,40.63417,68,25-44,PL 1552500,K,-74.023701,PETIT LARCENY,ASIAN / PACIFIC ISLANDER,M,POINT (977671.6779508857 170322.49816768127),11220,Larceny,True,False,11220,1.0,99598.0,55603.0,1.79,0.0,615300.0,37580.0
8710,F,40.759049,18,18-24,PL 1200001,M,-73.985221,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (988344.3036955465 215819.0763824451),10018,Assault,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8711,M,40.578358,60,45-64,PL 2200605,K,-73.9905035,DANGEROUS DRUGS,WHITE,F,POINT (986888.0018779384 149987.99642412292),11224,Drugs,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
8712,M,40.78717245,23,25-44,PL 1654000,M,-73.94998162,POSSESSION OF STOLEN PROPERTY,UNKNOWN,M,POINT (998101.0021393443 226068.99921703976),10028,Miscellaneous,False,False,10028,0.8522727272727273,45141.0,143683.0,0.31,0.0,1000001.0,104638.0
8713,F,40.801908,25,45-64,PL 1201401,M,-73.935612,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1002076.2652717561 231440.26779820502),10035,Assault,True,False,10035,1.0,33969.0,24329.0,1.4,0.0,445900.0,24533.0
8714,M,40.77153755,115,25-44,VTL11920U2,Q,-73.87608995,INTOXICATED & IMPAIRED DRIVING,WHITE HISPANIC,M,POINT (1018571.0020229978 220392.99650044448),11371,,False,False,11371,1.0,,,,,,
8715,F,40.85175832,48,25-44,PL 1200502,B,-73.88471696,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1016143.0018302415 249616.99733496975),10458,Assault,True,True,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
8716,F,40.623238,121,25-44,PL 1552500,S,-74.149217,PETIT LARCENY,ASIAN / PACIFIC ISLANDER,M,POINT (942827.3672810486 166374.06944955696),10302,Larceny,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
8717,M,40.77818667,22,18-24,PL 1601001,M,-73.96646033,ROBBERY,BLACK,F,POINT (993539.0004191938 222792.9980244769),10021,Robbery,False,True,10021,0.9090909090909091,43631.0,112711.0,0.39,0.0,1000001.0,107907.0
